dok_id,rm,beteckning,titel,datum,debattnamn,dok_url_html,dok_url_text,date,year,month
H90948,2021/22,48,Protokoll 2021/22:48 Fredagen den 17 december,2021-12-17,Protokoll,//data.riksdagen.se/dokument/H90948.html,//data.riksdagen.se/dokument/H90948.text,2021-12-17,2021,12
H90949,2021/22,49,Protokoll 2021/22:49 Måndagen den 20 december,2021-12-20,Protokoll,//data.riksdagen.se/dokument/H90949.html,//data.riksdagen.se/dokument/H90949.text,2021-12-20,2021,12
H90972,2021/22,72,Protokoll 2021/22:72 Torsdagen den 24 februari,2022-02-24,Protokoll,//data.riksdagen.se/dokument/H90972.html,//data.riksdagen.se/dokument/H90972.text,2022-02-24,2022,2
H90973,2021/22,73,Protokoll 2021/22:73 Fredagen den 25 februari,2022-02-25,Protokoll,//data.riksdagen.se/dokument/H90973.html,//data.riksdagen.se/dokument/H90973.text,2022-02-25,2022,2
H90974,2021/22,74,Protokoll 2021/22:74 Måndagen den 28 februari,2022-02-28,Protokoll,//data.riksdagen.se/dokument/H90974.html,//data.riksdagen.se/dokument/H90974.text,2022-02-28,2022,2
H90975,2021/22,75,Protokoll 2021/22:75 Måndagen den 28 februari,2022-02-28,Protokoll,//data.riksdagen.se/dokument/H90975.html,//data.riksdagen.se/dokument/H90975.text,2022-02-28,2022,2
H90976,2021/22,76,Protokoll 2021/22:76 Tisdagen den 1 mars,2022-03-01,Protokoll,//data.riksdagen.se/dokument/H90976.html,//data.riksdagen.se/dokument/H90976.text,2022-03-01,2022,3
H90977,2021/22,77,Protokoll 2021/22:77 Onsdagen den 2 mars,2022-03-02,Protokoll,//data.riksdagen.se/dokument/H90977.html,//data.riksdagen.se/dokument/H90977.text,2022-03-02,2022,3
H90978,2021/22,78,Protokoll 2021/22:78 Torsdagen den 3 mars,2022-03-03,Protokoll,//data.riksdagen.se/dokument/H90978.html,//data.riksdagen.se/dokument/H90978.text,2022-03-03,2022,3
H90979,2021/22,79,Protokoll 2021/22:79 Fredagen den 4 mars,2022-03-04,Protokoll,//data.riksdagen.se/dokument/H90979.html,//data.riksdagen.se/dokument/H90979.text,2022-03-04,2022,3
H90980,2021/22,80,Protokoll 2021/22:80 Måndagen den 14 mars,2022-03-14,Protokoll,//data.riksdagen.se/dokument/H90980.html,//data.riksdagen.se/dokument/H90980.text,2022-03-14,2022,3
H90981,2021/22,81,Protokoll 2021/22:81 Tisdagen den 15 mars,2022-03-15,Protokoll,//data.riksdagen.se/dokument/H90981.html,//data.riksdagen.se/dokument/H90981.text,2022-03-15,2022,3
H90982,2021/22,82,Protokoll 2021/22:82 Onsdagen den 16 mars,2022-03-16,Protokoll,//data.riksdagen.se/dokument/H90982.html,//data.riksdagen.se/dokument/H90982.text,2022-03-16,2022,3
H90983,2021/22,83,Protokoll 2021/22:83 Torsdagen den 17 mars,2022-03-17,Protokoll,//data.riksdagen.se/dokument/H90983.html,//data.riksdagen.se/dokument/H90983.text,2022-03-17,2022,3
H90984,2021/22,84,Protokoll 2021/22:84 Fredagen den 18 mars,2022-03-18,Protokoll,//data.riksdagen.se/dokument/H90984.html,//data.riksdagen.se/dokument/H90984.text,2022-03-18,2022,3
H90985,2021/22,85,Protokoll 2021/22:85 Tisdagen den 22 mars,2022-03-22,Protokoll,//data.riksdagen.se/dokument/H90985.html,//data.riksdagen.se/dokument/H90985.text,2022-03-22,2022,3
H90986,2021/22,86,Protokoll 2021/22:86 Onsdagen den 23 mars,2022-03-23,Protokoll,//data.riksdagen.se/dokument/H90986.html,//data.riksdagen.se/dokument/H90986.text,2022-03-23,2022,3
H90987,2021/22,87,Protokoll 2021/22:87 Torsdagen den 24 mars,2022-03-24,Protokoll,//data.riksdagen.se/dokument/H90987.html,//data.riksdagen.se/dokument/H90987.text,2022-03-24,2022,3
H90988,2021/22,88,Protokoll 2021/22:88 Fredagen den 25 mars,2022-03-25,Protokoll,//data.riksdagen.se/dokument/H90988.html,//data.riksdagen.se/dokument/H90988.text,2022-03-25,2022,3
H90989,2021/22,89,Protokoll 2021/22:89 Tisdagen den 29 mars,2022-03-29,Protokoll,//data.riksdagen.se/dokument/H90989.html,//data.riksdagen.se/dokument/H90989.text,2022-03-29,2022,3
H90990,2021/22,90,Protokoll 2021/22:90 Onsdagen den 30 mars,2022-03-30,Protokoll,//data.riksdagen.se/dokument/H90990.html,//data.riksdagen.se/dokument/H90990.text,2022-03-30,2022,3
H90991,2021/22,91,Protokoll 2021/22:91 Torsdagen den 31 mars,2022-03-31,Protokoll,//data.riksdagen.se/dokument/H90991.html,//data.riksdagen.se/dokument/H90991.text,2022-03-31,2022,3
H909120,2021/22,120,Protokoll 2021/22:120 Måndagen den 30 maj,2022-05-30,Protokoll,//data.riksdagen.se/dokument/H909120.html,//data.riksdagen.se/dokument/H909120.text,2022-05-30,2022,5
H909121,2021/22,121,Protokoll 2021/22:121 Tisdagen den 31 maj,2022-05-31,Protokoll,//data.riksdagen.se/dokument/H909121.html,//data.riksdagen.se/dokument/H909121.text,2022-05-31,2022,5
H909122,2021/22,122,Protokoll 2021/22:122 Onsdagen den 1 juni,2022-06-01,Protokoll,//data.riksdagen.se/dokument/H909122.html,//data.riksdagen.se/dokument/H909122.text,2022-06-01,2022,6
H909123,2021/22,123,Protokoll 2021/22:123 Torsdagen den 2 juni,2022-06-02,Protokoll,//data.riksdagen.se/dokument/H909123.html,//data.riksdagen.se/dokument/H909123.text,2022-06-02,2022,6
H909124,2021/22,124,Protokoll 2021/22:124 Fredagen den 3 juni,2022-06-03,Protokoll,//data.riksdagen.se/dokument/H909124.html,//data.riksdagen.se/dokument/H909124.text,2022-06-03,2022,6
H909125,2021/22,125,Protokoll 2021/22:125 Tisdagen den 7 juni,2022-06-07,Protokoll,//data.riksdagen.se/dokument/H909125.html,//data.riksdagen.se/dokument/H909125.text,2022-06-07,2022,6
H909126,2021/22,126,Protokoll 2021/22:126 Onsdagen den 8 juni,2022-06-08,Protokoll,//data.riksdagen.se/dokument/H909126.html,//data.riksdagen.se/dokument/H909126.text,2022-06-08,2022,6
H909127,2021/22,127,Protokoll 2021/22:127 Torsdagen den 9 juni,2022-06-09,Protokoll,//data.riksdagen.se/dokument/H909127.html,//data.riksdagen.se/dokument/H909127.text,2022-06-09,2022,6
H909128,2021/22,128,Protokoll 2021/22:128 Fredagen den 10 juni,2022-06-10,Protokoll,//data.riksdagen.se/dokument/H909128.html,//data.riksdagen.se/dokument/H909128.text,2022-06-10,2022,6
H909129,2021/22,129,Protokoll 2021/22:129 Måndagen den 13 juni,2022-06-13,Protokoll,//data.riksdagen.se/dokument/H909129.html,//data.riksdagen.se/dokument/H909129.text,2022-06-13,2022,6
H909130,2021/22,130,Protokoll 2021/22:130 Tisdagen den 14 juni,2022-06-14,Protokoll,//data.riksdagen.se/dokument/H909130.html,//data.riksdagen.se/dokument/H909130.text,2022-06-14,2022,6
H909131,2021/22,131,Protokoll 2021/22:131 Onsdagen den 15 juni,2022-06-15,Protokoll,//data.riksdagen.se/dokument/H909131.html,//data.riksdagen.se/dokument/H909131.text,2022-06-15,2022,6
H909132,2021/22,132,Protokoll 2021/22:132 Torsdagen den 16 juni,2022-06-16,Protokoll,//data.riksdagen.se/dokument/H909132.html,//data.riksdagen.se/dokument/H909132.text,2022-06-16,2022,6
H909133,2021/22,133,Protokoll 2021/22:133 Fredagen den 17 juni,2022-06-17,Protokoll,//data.riksdagen.se/dokument/H909133.html,//data.riksdagen.se/dokument/H909133.text,2022-06-17,2022,6
H909134,2021/22,134,Protokoll 2021/22:134 Måndagen den 20 juni,2022-06-20,Protokoll,//data.riksdagen.se/dokument/H909134.html,//data.riksdagen.se/dokument/H909134.text,2022-06-20,2022,6
H909135,2021/22,135,Protokoll 2021/22:135 Tisdagen den 21 juni,2022-06-21,Protokoll,//data.riksdagen.se/dokument/H909135.html,//data.riksdagen.se/dokument/H909135.text,2022-06-21,2022,6
H909136,2021/22,136,Protokoll 2021/22:136 Onsdagen den 22 juni,2022-06-22,Protokoll,//data.riksdagen.se/dokument/H909136.html,//data.riksdagen.se/dokument/H909136.text,2022-06-22,2022,6
H909137,2021/22,137,Protokoll 2021/22:137 Måndagen den 27 juni,2022-06-27,Protokoll,//data.riksdagen.se/dokument/H909137.html,//data.riksdagen.se/dokument/H909137.text,2022-06-27,2022,6
H909138,2021/22,138,Protokoll 2021/22:138 Tisdagen den 28 juni,2022-06-28,Protokoll,//data.riksdagen.se/dokument/H909138.html,//data.riksdagen.se/dokument/H909138.text,2022-06-28,2022,6
H909139,2021/22,139,Protokoll 2021/22:139 Onsdagen den 29 juni,2022-06-29,Protokoll,//data.riksdagen.se/dokument/H909139.html,//data.riksdagen.se/dokument/H909139.text,2022-06-29,2022,6
H909140,2021/22,140,Protokoll 2021/22:140 Måndagen den 5 september,2022-09-05,Protokoll,//data.riksdagen.se/dokument/H909140.html,//data.riksdagen.se/dokument/H909140.text,2022-09-05,2022,9
H909141,2021/22,141,Protokoll 2021/22:141 Måndagen den 5 september,2022-09-05,Protokoll,//data.riksdagen.se/dokument/H909141.html,//data.riksdagen.se/dokument/H909141.text,2022-09-05,2022,9
H909142,2021/22,142,Protokoll 2021/22:142 Onsdagen den 21 september,2022-09-21,Protokoll,//data.riksdagen.se/dokument/H909142.html,//data.riksdagen.se/dokument/H909142.text,2022-09-21,2022,9
HA091,2022/23,1,Protokoll 2022/23:1 Måndagen den 26 september,2022-09-26,Protokoll,//data.riksdagen.se/dokument/HA091.html,//data.riksdagen.se/dokument/HA091.text,2022-09-26,2022,9
HA092,2022/23,2,Protokoll 2022/23:2 Tisdagen den 27 september,2022-09-27,Protokoll,//data.riksdagen.se/dokument/HA092.html,//data.riksdagen.se/dokument/HA092.text,2022-09-27,2022,9
HA093,2022/23,3,Protokoll 2022/23:3 Onsdagen den 28 september,2022-09-28,Protokoll,//data.riksdagen.se/dokument/HA093.html,//data.riksdagen.se/dokument/HA093.text,2022-09-28,2022,9
HA0925,2022/23,25,Protokoll 2022/23:25 Onsdagen den 23 november,2022-11-23,Protokoll,//data.riksdagen.se/dokument/HA0925.html,//data.riksdagen.se/dokument/HA0925.text,2022-11-23,2022,11
HA0926,2022/23,26,Protokoll 2022/23:26 Torsdagen den 24 november,2022-11-24,Protokoll,//data.riksdagen.se/dokument/HA0926.html,//data.riksdagen.se/dokument/HA0926.text,2022-11-24,2022,11
HA0927,2022/23,27,Protokoll 2022/23:27 Tisdagen den 29 november,2022-11-29,Protokoll,//data.riksdagen.se/dokument/HA0927.html,//data.riksdagen.se/dokument/HA0927.text,2022-11-29,2022,11
HA0928,2022/23,28,Protokoll 2022/23:28 Onsdagen den 30 november,2022-11-30,Protokoll,//data.riksdagen.se/dokument/HA0928.html,//data.riksdagen.se/dokument/HA0928.text,2022-11-30,2022,11
HA0929,2022/23,29,Protokoll 2022/23:29 Torsdagen den 1 december,2022-12-01,Protokoll,//data.riksdagen.se/dokument/HA0929.html,//data.riksdagen.se/dokument/HA0929.text,2022-12-01,2022,12
HA0930,2022/23,30,Protokoll 2022/23:30 Fredagen den 2 december,2022-12-02,Protokoll,//data.riksdagen.se/dokument/HA0930.html,//data.riksdagen.se/dokument/HA0930.text,2022-12-02,2022,12
HA0931,2022/23,31,Protokoll 2022/23:31 Måndagen den 5 december,2022-12-05,Protokoll,//data.riksdagen.se/dokument/HA0931.html,//data.riksdagen.se/dokument/HA0931.text,2022-12-05,2022,12
HA0932,2022/23,32,Protokoll 2022/23:32 Tisdagen den 6 december,2022-12-06,Protokoll,//data.riksdagen.se/dokument/HA0932.html,//data.riksdagen.se/dokument/HA0932.text,2022-12-06,2022,12
HA0933,2022/23,33,Protokoll 2022/23:33 Onsdagen den 7 december,2022-12-07,Protokoll,//data.riksdagen.se/dokument/HA0933.html,//data.riksdagen.se/dokument/HA0933.text,2022-12-07,2022,12
HA0934,2022/23,34,Protokoll 2022/23:34 Torsdagen den 8 december,2022-12-08,Protokoll,//data.riksdagen.se/dokument/HA0934.html,//data.riksdagen.se/dokument/HA0934.text,2022-12-08,2022,12
HA0935,2022/23,35,Protokoll 2022/23:35 Fredagen den 9 december,2022-12-09,Protokoll,//data.riksdagen.se/dokument/HA0935.html,//data.riksdagen.se/dokument/HA0935.text,2022-12-09,2022,12
HA0936,2022/23,36,Protokoll 2022/23:36 Måndagen den 12 december,2022-12-12,Protokoll,//data.riksdagen.se/dokument/HA0936.html,//data.riksdagen.se/dokument/HA0936.text,2022-12-12,2022,12
HA0937,2022/23,37,Protokoll 2022/23:37 Tisdagen den 13 december,2022-12-13,Protokoll,//data.riksdagen.se/dokument/HA0937.html,//data.riksdagen.se/dokument/HA0937.text,2022-12-13,2022,12
HA0938,2022/23,38,Protokoll 2022/23:38 Onsdagen den 14 december,2022-12-14,Protokoll,//data.riksdagen.se/dokument/HA0938.html,//data.riksdagen.se/dokument/HA0938.text,2022-12-14,2022,12
HA0939,2022/23,39,Protokoll 2022/23:39 Torsdagen den 15 december,2022-12-15,Protokoll,//data.riksdagen.se/dokument/HA0939.html,//data.riksdagen.se/dokument/HA0939.text,2022-12-15,2022,12
HA0940,2022/23,40,Protokoll 2022/23:40 Fredagen den 16 december,2022-12-16,Protokoll,//data.riksdagen.se/dokument/HA0940.html,//data.riksdagen.se/dokument/HA0940.text,2022-12-16,2022,12
HA0941,2022/23,41,Protokoll 2022/23:41 Lördagen den 17 december,2022-12-17,Protokoll,//data.riksdagen.se/dokument/HA0941.html,//data.riksdagen.se/dokument/HA0941.text,2022-12-17,2022,12
HA0942,2022/23,42,Protokoll 2022/23:42 Måndagen den 19 december,2022-12-19,Protokoll,//data.riksdagen.se/dokument/HA0942.html,//data.riksdagen.se/dokument/HA0942.text,2022-12-19,2022,12
HA0943,2022/23,43,Protokoll 2022/23:43 Tisdagen den 20 december,2022-12-20,Protokoll,//data.riksdagen.se/dokument/HA0943.html,//data.riksdagen.se/dokument/HA0943.text,2022-12-20,2022,12
HA0944,2022/23,44,Protokoll 2022/23:44 Onsdagen den 21 december,2022-12-21,Protokoll,//data.riksdagen.se/dokument/HA0944.html,//data.riksdagen.se/dokument/HA0944.text,2022-12-21,2022,12
HA0966,2022/23,66,Protokoll 2022/23:66 Tisdagen den 21 februari,2023-02-21,Protokoll,//data.riksdagen.se/dokument/HA0966.html,//data.riksdagen.se/dokument/HA0966.text,2023-02-21,2023,2
HA0967,2022/23,67,Protokoll 2022/23:67 Onsdagen den 22 februari,2023-02-22,Protokoll,//data.riksdagen.se/dokument/HA0967.html,//data.riksdagen.se/dokument/HA0967.text,2023-02-22,2023,2
HA0968,2022/23,68,Protokoll 2022/23:68 Torsdagen den 23 februari,2023-02-23,Protokoll,//data.riksdagen.se/dokument/HA0968.html,//data.riksdagen.se/dokument/HA0968.text,2023-02-23,2023,2
HA0969,2022/23,69,Protokoll 2022/23:69 Fredagen den 24 februari,2023-02-24,Protokoll,//data.riksdagen.se/dokument/HA0969.html,//data.riksdagen.se/dokument/HA0969.text,2023-02-24,2023,2
HA0970,2022/23,70,Protokoll 2022/23:70 Tisdagen den 7 mars,2023-03-07,Protokoll,//data.riksdagen.se/dokument/HA0970.html,//data.riksdagen.se/dokument/HA0970.text,2023-03-07,2023,3
HA0971,2022/23,71,Protokoll 2022/23:71 Onsdagen den 8 mars,2023-03-08,Protokoll,//data.riksdagen.se/dokument/HA0971.html,//data.riksdagen.se/dokument/HA0971.text,2023-03-08,2023,3
HA0972,2022/23,72,Protokoll 2022/23:72 Torsdagen den 9 mars,2023-03-09,Protokoll,//data.riksdagen.se/dokument/HA0972.html,//data.riksdagen.se/dokument/HA0972.text,2023-03-09,2023,3
HA0973,2022/23,73,Protokoll 2022/23:73 Fredagen den 10 mars,2023-03-10,Protokoll,//data.riksdagen.se/dokument/HA0973.html,//data.riksdagen.se/dokument/HA0973.text,2023-03-10,2023,3
HA0974,2022/23,74,Protokoll 2022/23:74 Tisdagen den 14 mars,2023-03-14,Protokoll,//data.riksdagen.se/dokument/HA0974.html,//data.riksdagen.se/dokument/HA0974.text,2023-03-14,2023,3
HA0975,2022/23,75,Protokoll 2022/23:75 Onsdagen den 15 mars,2023-03-15,Protokoll,//data.riksdagen.se/dokument/HA0975.html,//data.riksdagen.se/dokument/HA0975.text,2023-03-15,2023,3
HA0976,2022/23,76,Protokoll 2022/23:76 Torsdagen den 16 mars,2023-03-16,Protokoll,//data.riksdagen.se/dokument/HA0976.html,//data.riksdagen.se/dokument/HA0976.text,2023-03-16,2023,3
HA0977,2022/23,77,Protokoll 2022/23:77 Fredagen den 17 mars,2023-03-17,Protokoll,//data.riksdagen.se/dokument/HA0977.html,//data.riksdagen.se/dokument/HA0977.text,2023-03-17,2023,3
HA0978,2022/23,78,Protokoll 2022/23:78 Tisdagen den 21 mars,2023-03-21,Protokoll,//data.riksdagen.se/dokument/HA0978.html,//data.riksdagen.se/dokument/HA0978.text,2023-03-21,2023,3
HA0979,2022/23,79,Protokoll 2022/23:79 Onsdagen den 22 mars,2023-03-22,Protokoll,//data.riksdagen.se/dokument/HA0979.html,//data.riksdagen.se/dokument/HA0979.text,2023-03-22,2023,3
HA0980,2022/23,80,Protokoll 2022/23:80 Torsdagen den 23 mars,2023-03-23,Protokoll,//data.riksdagen.se/dokument/HA0980.html,//data.riksdagen.se/dokument/HA0980.text,2023-03-23,2023,3
HA0981,2022/23,81,Protokoll 2022/23:81 Fredagen den 24 mars,2023-03-24,Protokoll,//data.riksdagen.se/dokument/HA0981.html,//data.riksdagen.se/dokument/HA0981.text,2023-03-24,2023,3
HA0982,2022/23,82,Protokoll 2022/23:82 Tisdagen den 28 mars,2023-03-28,Protokoll,//data.riksdagen.se/dokument/HA0982.html,//data.riksdagen.se/dokument/HA0982.text,2023-03-28,2023,3
HA0983,2022/23,83,Protokoll 2022/23:83 Onsdagen den 29 mars,2023-03-29,Protokoll,//data.riksdagen.se/dokument/HA0983.html,//data.riksdagen.se/dokument/HA0983.text,2023-03-29,2023,3
HA0984,2022/23,84,Protokoll 2022/23:84 Torsdagen den 30 mars,2023-03-30,Protokoll,//data.riksdagen.se/dokument/HA0984.html,//data.riksdagen.se/dokument/HA0984.text,2023-03-30,2023,3
HA0985,2022/23,85,Protokoll 2022/23:85 Fredagen den 31 mars,2023-03-31,Protokoll,//data.riksdagen.se/dokument/HA0985.html,//data.riksdagen.se/dokument/HA0985.text,2023-03-31,2023,3
HA09112,2022/23,112,Protokoll 2022/23:112 Torsdagen den 25 maj,2023-05-25,Protokoll,//data.riksdagen.se/dokument/HA09112.html,//data.riksdagen.se/dokument/HA09112.text,2023-05-25,2023,5
HA09113,2022/23,113,Protokoll 2022/23:113 Fredagen den 26 maj,2023-05-26,Protokoll,//data.riksdagen.se/dokument/HA09113.html,//data.riksdagen.se/dokument/HA09113.text,2023-05-26,2023,5
HA09114,2022/23,114,Protokoll 2022/23:114 Måndagen den 29 maj,2023-05-29,Protokoll,//data.riksdagen.se/dokument/HA09114.html,//data.riksdagen.se/dokument/HA09114.text,2023-05-29,2023,5
HA09115,2022/23,115,Protokoll 2022/23:115 Tisdagen den 30 maj,2023-05-30,Protokoll,//data.riksdagen.se/dokument/HA09115.html,//data.riksdagen.se/dokument/HA09115.text,2023-05-30,2023,5
HA09116,2022/23,116,Protokoll 2022/23:116 Onsdagen den 31 maj,2023-05-31,Protokoll,//data.riksdagen.se/dokument/HA09116.html,//data.riksdagen.se/dokument/HA09116.text,2023-05-31,2023,5
HA09117,2022/23,117,Protokoll 2022/23:117 Torsdagen den 1 juni,2023-06-01,Protokoll,//data.riksdagen.se/dokument/HA09117.html,//data.riksdagen.se/dokument/HA09117.text,2023-06-01,2023,6
HA09118,2022/23,118,Protokoll 2022/23:118 Fredagen den 2 juni,2023-06-02,Protokoll,//data.riksdagen.se/dokument/HA09118.html,//data.riksdagen.se/dokument/HA09118.text,2023-06-02,2023,6
HA09119,2022/23,119,Protokoll 2022/23:119 Onsdagen den 7 juni,2023-06-07,Protokoll,//data.riksdagen.se/dokument/HA09119.html,//data.riksdagen.se/dokument/HA09119.text,2023-06-07,2023,6
HA09120,2022/23,120,Protokoll 2022/23:120 Torsdagen den 8 juni,2023-06-08,Protokoll,//data.riksdagen.se/dokument/HA09120.html,//data.riksdagen.se/dokument/HA09120.text,2023-06-08,2023,6
HA09121,2022/23,121,Protokoll 2022/23:121 Fredagen den 9 juni,2023-06-09,Protokoll,//data.riksdagen.se/dokument/HA09121.html,//data.riksdagen.se/dokument/HA09121.text,2023-06-09,2023,6
HA09122,2022/23,122,Protokoll 2022/23:122 Måndagen den 12 juni,2023-06-12,Protokoll,//data.riksdagen.se/dokument/HA09122.html,//data.riksdagen.se/dokument/HA09122.text,2023-06-12,2023,6
HA09123,2022/23,123,Protokoll 2022/23:123 Tisdagen den 13 juni,2023-06-13,Protokoll,//data.riksdagen.se/dokument/HA09123.html,//data.riksdagen.se/dokument/HA09123.text,2023-06-13,2023,6
HA09124,2022/23,124,Protokoll 2022/23:124 Onsdagen den 14 juni,2023-06-14,Protokoll,//data.riksdagen.se/dokument/HA09124.html,//data.riksdagen.se/dokument/HA09124.text,2023-06-14,2023,6
HA09125,2022/23,125,Protokoll 2022/23:125 Torsdagen den 15 juni,2023-06-15,Protokoll,//data.riksdagen.se/dokument/HA09125.html,//data.riksdagen.se/dokument/HA09125.text,2023-06-15,2023,6
HA09126,2022/23,126,Protokoll 2022/23:126 Fredagen den 16 juni,2023-06-16,Protokoll,//data.riksdagen.se/dokument/HA09126.html,//data.riksdagen.se/dokument/HA09126.text,2023-06-16,2023,6
HA09127,2022/23,127,Protokoll 2022/23:127 Måndagen den 19 juni,2023-06-19,Protokoll,//data.riksdagen.se/dokument/HA09127.html,//data.riksdagen.se/dokument/HA09127.text,2023-06-19,2023,6
HA09128,2022/23,128,Protokoll 2022/23:128 Tisdagen den 20 juni,2023-06-20,Protokoll,//data.riksdagen.se/dokument/HA09128.html,//data.riksdagen.se/dokument/HA09128.text,2023-06-20,2023,6
HA09129,2022/23,129,Protokoll 2022/23:129 Onsdagen den 21 juni,2023-06-21,Protokoll,//data.riksdagen.se/dokument/HA09129.html,//data.riksdagen.se/dokument/HA09129.text,2023-06-21,2023,6
HA09130,2022/23,130,Protokoll 2022/23:130 Måndagen den 26 juni,2023-06-26,Protokoll,//data.riksdagen.se/dokument/HA09130.html,//data.riksdagen.se/dokument/HA09130.text,2023-06-26,2023,6
HA09131,2022/23,131,Protokoll 2022/23:131 Tisdagen den 27 juni,2023-06-27,Protokoll,//data.riksdagen.se/dokument/HA09131.html,//data.riksdagen.se/dokument/HA09131.text,2023-06-27,2023,6
HA09132,2022/23,132,Protokoll 2022/23:132 Onsdagen den 16 augusti,2023-08-16,Protokoll,//data.riksdagen.se/dokument/HA09132.html,//data.riksdagen.se/dokument/HA09132.text,2023-08-16,2023,8
HA09133,2022/23,133,Protokoll 2022/23:133 Torsdagen den 17 augusti,2023-08-17,Protokoll,//data.riksdagen.se/dokument/HA09133.html,//data.riksdagen.se/dokument/HA09133.text,2023-08-17,2023,8
HA09134,2022/23,134,Protokoll 2022/23:134 Tisdagen den 22 augusti,2023-08-22,Protokoll,//data.riksdagen.se/dokument/HA09134.html,//data.riksdagen.se/dokument/HA09134.text,2023-08-22,2023,8
HA09135,2022/23,135,Protokoll 2022/23:135 Torsdagen den 31 augusti,2023-08-31,Protokoll,//data.riksdagen.se/dokument/HA09135.html,//data.riksdagen.se/dokument/HA09135.text,2023-08-31,2023,8
HB091,2023/24,1,Protokoll 2023/24:1 Tisdagen den 12 september,2023-09-12,Protokoll,//data.riksdagen.se/dokument/HB091.html,//data.riksdagen.se/dokument/HB091.text,2023-09-12,2023,9
HB092,2023/24,2,Protokoll 2023/24:2 Tisdagen den 12 september,2023-09-12,Protokoll,//data.riksdagen.se/dokument/HB092.html,//data.riksdagen.se/dokument/HB092.text,2023-09-12,2023,9
HB093,2023/24,3,Protokoll 2023/24:3 Onsdagen den 13 september,2023-09-13,Protokoll,//data.riksdagen.se/dokument/HB093.html,//data.riksdagen.se/dokument/HB093.text,2023-09-13,2023,9
HB094,2023/24,4,Protokoll 2023/24:4 Torsdagen den 14 september,2023-09-14,Protokoll,//data.riksdagen.se/dokument/HB094.html,//data.riksdagen.se/dokument/HB094.text,2023-09-14,2023,9
HB095,2023/24,5,Protokoll 2023/24:5 Fredagen den 15 september,2023-09-15,Protokoll,//data.riksdagen.se/dokument/HB095.html,//data.riksdagen.se/dokument/HB095.text,2023-09-15,2023,9
